"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
5108,45,45,55,"Gordola TI","Gordola (TI)","Gordola TI","Gordola ist gegen die Einführung einer elektronischen Identität: Die Gemeinde hat das E-ID-Gesetz mit 55 Prozent Nein verworfen. Gordola hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Les habitants de Gordola rejettent la loi sur les services d'identification électronique avec 55 pour cent de non. Gordola a rejeté la loi, tout comme son canton.","Nel comune di Gordola la legge sull'identificazione elettronica è stata bocciata con il 55 percento dei voti. Gordola ha bocciato la legge, proprio come il suo cantone."
5112,63.8,63.8,36.2,"Lavertezzo TI","Lavertezzo (TI)","Lavertezzo TI","Mit 6'681 Ja zu 3'796 Nein hat sich Lavertezzo für das E-ID-Gesetz ausgesprochen. Das entspricht 63,8 Prozent.. Lavertezzo hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Les habitants de Lavertezzo approuvent la loi sur les services d'identification électronique avec 63,8 pour cent de oui. Lavertezzo a approuvé la loi, contrairement à son canton.","Sì alla legge sull'identificazione elettronica nel comune di Lavertezzo: i cittadini hanno approvato il testo con il 63,8 percento dei voti. Lavertezzo, al contrario del suo cantone, ha approvato la legge."
5113,23.7,23.7,76.3,"Locarno TI","Locarno (TI)","Locarno TI","76,3 der Stimmbürgerinnen und Stimmbürger von Locarno haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Locarno hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Les habitants de Locarno s'opposent à la loi sur les services d'identification électronique avec 76,3 pour cent de non. Locarno a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Locarno: i cittadini hanno bocciato il testo con il 76,3 percento dei voti. Locarno ha bocciato la legge, proprio come il suo cantone."
5115,46.7,46.7,53.3,"Losone TI","Losone (TI)","Losone TI","53,3 Prozent der Stimmbürgerinnen und Stimmbürger von Losone haben sich gegen einen zweiwöchigen bezahlten Vaterschaftsurlaub ausgesprochen. Losone hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","A Losone, les habitants disent non à 53,3 pour cent à la loi sur les services d'identification électronique. Losone a rejeté la loi, tout comme son canton.","I cittadini di Losone si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 53,3 percento dei voti. Losone ha bocciato la legge, proprio come il suo cantone."
5117,76,76,24,"Mergoscia TI","Mergoscia (TI)","Mergoscia TI","Mit 76 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Mergoscia das E-ID-Gesetz angenommen. Mergoscia hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Les habitants de Mergoscia acceptent la loi sur les services d'identification électronique avec 76 pour cent de oui. Mergoscia a approuvé la loi, contrairement à son canton.","Nel comune di Mergoscia la legge sull'identificazione elettronica è stata accetata con il 76 percento dei voti. Mergoscia, al contrario del suo cantone, ha approvato la legge."
5118,90.6,90.6,9.4,"Minusio TI","Minusio (TI)","Minusio TI","Minusio ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 3'662 Ja zu 379 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 90,6 Prozent. Minusio hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Minusio avec 90,6 pour cent de oui. Minusio a approuvé la loi, contrairement à son canton.","Da Minusio è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 90,6 percento dei voti. Minusio, al contrario del suo cantone, ha approvato la legge."
5120,42.3,42.3,57.7,"Muralto TI","Muralto (TI)","Muralto TI","Mit 2'801 Nein zu 2'050 Ja haben die Stimmbürgerinnen und Stimmbürger von Muralto die Änderung das E-ID-Gesetz abgelehnt. Das sind 57,7 Prozent. Muralto hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","A Muralto, les habitants sont défavorables à la loi sur les services d'identification électronique avec 57,7 pour cent de non. Muralto a rejeté la loi, tout comme son canton.","Con il 57,7 percento di ""no"", i cittadini del comune di Muralto hanno respinto la legge sull'identificazione elettronica. Muralto ha bocciato la legge, proprio come il suo cantone."
5121,40.4,40.4,59.6,"Orselina TI","Orselina (TI)","Orselina TI","59,6 Prozent der Stimmbürgerinnen und Stimmbürger von Orselina haben sich gegen einen zweiwöchigen bezahlten Vaterschaftsurlaub ausgesprochen. Orselina hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","A Orselina, les habitants disent non à 59,6 pour cent à la loi sur les services d'identification électronique. Orselina a rejeté la loi, tout comme son canton.","I cittadini di Orselina si sono espressi contro la legge sull'identificazione elettronica. Il testo è stato respinto con il 59,6 percento dei voti. Orselina ha bocciato la legge, proprio come il suo cantone."
5125,82.8,82.8,17.2,"Ronco sopra Ascona TI","Ronco sopra Ascona (TI)","Ronco sopra Ascona TI","82,8 Prozent der Stimmbürgerinnen und Stimmbürger von Ronco sopra Ascona haben sich für das E-ID-Gesetz ausgesprochen. Ronco sopra Ascona hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","A Ronco sopra Ascona, les habitants disent oui à 82,8 pour cent à la loi sur les services d'identification électronique. Ronco sopra Ascona a approuvé la loi, contrairement à son canton.","Nel comune di Ronco sopra Ascona la legge sull'identificazione elettronica è stata approvata con il 82,8 percento dei voti. Ronco sopra Ascona, al contrario del suo cantone, ha approvato la legge."
5131,40.8,40.8,59.2,"Tenero-Contra TI","Tenero-Contra (TI)","Tenero-Contra TI","Keine Mehrheit für eine elektronische Identität in Tenero-Contra: Das E-ID-Gesetz ist mit 59,2 Prozent gescheitert. Tenero-Contra hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","C'est non à 59,2 pour cent à la loi sur les services d'identification électronique à Tenero-Contra. Tenero-Contra a rejeté la loi, tout comme son canton.","Da Tenero-Contra è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 59,2 percento dei voti. Tenero-Contra ha bocciato la legge, proprio come il suo cantone."
5136,45.6,45.6,54.4,"Onsernone TI","Onsernone (TI)","Onsernone TI","54,4 der Stimmbürgerinnen und Stimmbürger von Onsernone haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Onsernone hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Les habitants d'Onsernone s'opposent à la loi sur les services d'identification électronique avec 54,4 pour cent de non. Onsernone a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Onsernone: i cittadini hanno bocciato il testo con il 54,4 percento dei voti. Onsernone ha bocciato la legge, proprio come il suo cantone."
5138,44,44,56,"Cugnasco-Gerra TI","Cugnasco-Gerra (TI)","Cugnasco-Gerra TI","56 der Stimmbürgerinnen und Stimmbürger von Cugnasco-Gerra haben das E-ID-Gesetz zur Einführung einer elektronischen Identität abgelehnt. Cugnasco-Gerra hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","Les habitants de Cugnasco-Gerra s'opposent à la loi sur les services d'identification électronique avec 56 pour cent de non. Cugnasco-Gerra a rejeté la loi, tout comme son canton.","No alla legge sull'identificazione elettronica nel comune di Cugnasco-Gerra: i cittadini hanno bocciato il testo con il 56 percento dei voti. Cugnasco-Gerra ha bocciato la legge, proprio come il suo cantone."
5141,40.6,40.6,59.4,"Agno TI","Agno (TI)","Agno TI","Keine Mehrheit für eine elektronische Identität in Agno: Das E-ID-Gesetz ist mit 59,4 Prozent gescheitert. Agno hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","C'est non à 59,4 pour cent à la loi sur les services d'identification électronique à Agno. Agno a rejeté la loi, tout comme son canton.","Da Agno è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 59,4 percento dei voti. Agno ha bocciato la legge, proprio come il suo cantone."
5143,38.3,38.3,61.7,"Aranno TI","Aranno (TI)","Aranno TI","In Aranno hat das E-ID-Gesetz keine Mehrheit gefunden: 61,7 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Aranno hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Aranno avec 61,7 pour cent de non. Aranno a rejeté la loi, tout comme son canton.","A Aranno i cittadini hanno respinto, con il 61,7 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Aranno ha bocciato la legge, proprio come il suo cantone."
5144,57.1,57.1,42.9,"Arogno TI","Arogno (TI)","Arogno TI","Das E-ID-Gesetz ist in Arogno mit 57,1 Prozent der Stimmen angenommen worden. Arogno hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","A Arogno, les habitants sont favorables à la loi sur les services d'identification électronique avec 57,1 pour cent de oui. Arogno a approuvé la loi, contrairement à son canton.","I cittadini di Arogno si sono espressi a favore della legge sull'identificazione elettronica. Il testo è stato approvato con il 57,1 percento dei voti. Arogno, al contrario del suo cantone, ha approvato la legge."
5146,85,85,15,"Astano TI","Astano (TI)","Astano TI","Astano ist für die Einführung einer elektronischen Identität. Die Gemeinde hat das E-ID-Gesetz mit 9'320 Ja zu 1'641 Nein zugestimmt. Das entspricht einem Ja-Stimmen-Anteil von 85 Prozent. Astano hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","La loi sur les services d'identification électronique passe la rampe à Astano avec 85 pour cent de oui. Astano a approuvé la loi, contrairement à son canton.","Da Astano è arrivato un ""sì"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno accolto il testo con il 85 percento dei voti. Astano, al contrario del suo cantone, ha approvato la legge."
5148,44,44,56,"Bedano TI","Bedano (TI)","Bedano TI","Nein zur elektronischen Identität: Bedano hat das E-ID-Gesetz mit 56 Prozent Nein-Stimmen verworfen. Bedano hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique ne passe pas la rampe à Bedano avec 56 pour cent de non. Bedano a rejeté la loi, tout comme son canton.","Nel comune di Bedano la legge sull'identificazione elettronica è stata respinta con il 56 percento dei voti. Bedano ha bocciato la legge, proprio come il suo cantone."
5149,66.5,66.5,33.5,"Bedigliora TI","Bedigliora (TI)","Bedigliora TI","Mit 3'350 Ja zu 1'689 Nein hat sich Bedigliora für das E-ID-Gesetz ausgesprochen. Das entspricht 66,5 Prozent.. Bedigliora hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Les habitants de Bedigliora approuvent la loi sur les services d'identification électronique avec 66,5 pour cent de oui. Bedigliora a approuvé la loi, contrairement à son canton.","Sì alla legge sull'identificazione elettronica nel comune di Bedigliora: i cittadini hanno approvato il testo con il 66,5 percento dei voti. Bedigliora, al contrario del suo cantone, ha approvato la legge."
5151,66.7,66.7,33.3,"Bioggio TI","Bioggio (TI)","Bioggio TI","Mit 66,7 Prozent Ja-Stimmen hat eine Mehrheit der Abstimmenden in Bioggio das E-ID-Gesetz angenommen. Bioggio hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Les habitants de Bioggio acceptent la loi sur les services d'identification électronique avec 66,7 pour cent de oui. Bioggio a approuvé la loi, contrairement à son canton.","Nel comune di Bioggio la legge sull'identificazione elettronica è stata accetata con il 66,7 percento dei voti. Bioggio, al contrario del suo cantone, ha approvato la legge."
5154,5.2,5.2,94.8,"Bissone TI","Bissone (TI)","Bissone TI","Keine Mehrheit für eine elektronische Identität in Bissone: Das E-ID-Gesetz ist mit 94,8 Prozent gescheitert. Bissone hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","C'est non à 94,8 pour cent à la loi sur les services d'identification électronique à Bissone. Bissone a rejeté la loi, tout comme son canton.","Da Bissone è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 94,8 percento dei voti. Bissone ha bocciato la legge, proprio come il suo cantone."
5160,59.3,59.3,40.7,"Brusino Arsizio TI","Brusino Arsizio (TI)","Brusino Arsizio TI","Mit 7'529 Ja zu 5'169 Nein hat sich Brusino Arsizio für das E-ID-Gesetz ausgesprochen. Das entspricht 59,3 Prozent.. Brusino Arsizio hat damit anders abgestimmt als der Kanton Tessin, der die Vorlage abgelehnt hat.","Les habitants de Brusino Arsizio approuvent la loi sur les services d'identification électronique avec 59,3 pour cent de oui. Brusino Arsizio a approuvé la loi, contrairement à son canton.","Sì alla legge sull'identificazione elettronica nel comune di Brusino Arsizio: i cittadini hanno approvato il testo con il 59,3 percento dei voti. Brusino Arsizio, al contrario del suo cantone, ha approvato la legge."
5161,11.5,11.5,88.5,"Cademario TI","Cademario (TI)","Cademario TI","In Cademario hat das E-ID-Gesetz keine Mehrheit gefunden: 88,5 Prozent haben die Einführung einer elektronischen Identität abgelehnt. Cademario hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique échoue à Cademario avec 88,5 pour cent de non. Cademario a rejeté la loi, tout comme son canton.","A Cademario i cittadini hanno respinto, con il 88,5 percento dei voti, la legge federale sui servizi d’identificazione elettronica. Cademario ha bocciato la legge, proprio come il suo cantone."
5162,14.1,14.1,85.9,"Cadempino TI","Cadempino (TI)","Cadempino TI","Nein zur elektronischen Identität: Cadempino hat das E-ID-Gesetz mit 85,9 Prozent Nein-Stimmen verworfen. Cadempino hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","La loi sur les services d'identification électronique ne passe pas la rampe à Cadempino avec 85,9 pour cent de non. Cadempino a rejeté la loi, tout comme son canton.","Nel comune di Cadempino la legge sull'identificazione elettronica è stata respinta con il 85,9 percento dei voti. Cadempino ha bocciato la legge, proprio come il suo cantone."
5167,15.7,15.7,84.3,"Canobbio TI","Canobbio (TI)","Canobbio TI","Keine Mehrheit für eine elektronische Identität in Canobbio: Das E-ID-Gesetz ist mit 84,3 Prozent gescheitert. Canobbio hat damit gleich wie der Kanton Tessin Nein gesagt zu dieser Vorlage.","C'est non à 84,3 pour cent à la loi sur les services d'identification électronique à Canobbio. Canobbio a rejeté la loi, tout comme son canton.","Da Canobbio è arrivato un ""no"" alle urne per la legge sull'identificazione elettronica. I cittadini hanno bocciato il testo con il 84,3 percento dei voti. Canobbio ha bocciato la legge, proprio come il suo cantone."
